0.4600, 0.00000, 0.00000, 4.60000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4700, 0.00000, 0.00000, 4.70000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4800, 0.00000, 0.00000, 4.80000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.4900, 0.00000, 0.00000, 4.90000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.5000, 0.00000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.6000, 0.10000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.7000, 0.20000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.8000, 0.30000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
0.9000, 0.40000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.0000, 0.50000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.1000, 0.60000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.2000, 0.70000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.3000, 0.80000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.4000, 0.90000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
1.5000, 1.00000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
20.000, 1.00000, 0.00000, 5.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
